Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Perfume- The Story of a Murderer,Crime-Fantasy-Drama,en,Davis-Films,,2006,$50000000,$132180323.0
You Again,Comedy-Romance,en,Oops Doughnuts Productions,United States of America,2010,$20000000,$32005248.0
Snitch,Thriller-Drama,en,Front Street Productions,United States of America,2013,$35000000,$42930462.0
Jonah Hex,Action-Western-Drama-Fantasy-Thriller,en,Warner Bros.,United States of America,2010,$47000000,$10539000.0
The Good the Bad and the Ugly,Western,it,United Artists,United States of America,1966,$1200000,$6000000.0
Step Brothers,Comedy,en,Columbia Pictures,United States of America,2008,$65000000,$128107642.0
Blue Velvet,Crime-Drama-Mystery-Thriller,en,De Laurentiis Entertainment Group (DEG),United States of America,1986,$6000000,$8551228.0
Happy Feet Two,Animation-Comedy-Family,en,Village Roadshow Pictures,Australia,2011,$130000000,$150406466.0
Mars Attacks,Comedy-Fantasy-Science Fiction,en,Tim Burton Productions,United States of America,1996,$70000000,$101371017.0
Vipin and Rosh Wedding,Adventure,en,J.D MAX,India,2012,$100000,$100000.0
Conan the Barbarian,Adventure-Fantasy-Action,en,Universal Pictures,United States of America,1982,$20000000,$79114085.0
Secret Window,Thriller-Mystery,en,Columbia Pictures Corporation,United States of America,2004,$40000000,$92913171.0
Before the Fall,Drama,de,Constantin Film,Germany,2004,$4500000,$3764219.0
Citizen Kane,Mystery-Drama,en,RKO Radio Pictures,United States of America,1941,$839727,$23217674.0
Ed Wood,Comedy-Drama-History,en,Touchstone Pictures,United States of America,1994,$18000000,$5887457.0
The City of Lost Children,Fantasy-Science Fiction-Adventure,fr,Procirep,France,1995,$18000000,$1738611.0
Margin Call,Thriller-Drama,en,Benaroya Pictures,United States of America,2011,$3500000,$19504039.0
The Wolf of Wall Street,Crime-Drama-Comedy,en,Paramount Pictures,United States of America,2013,$100000000,$392000694.0
Women on the Verge of a Nervous Breakdown,Comedy-Drama,es,El Deseo,Spain,1988,$700000,$7179298.0
Tumbleweeds,Comedy-Drama,en,Fine Line Features,United States of America,1999,$312000,$1281176.0
Tracers,Action-Crime-Drama,en,Temple Hill Entertainment,United States of America,2015,$11000000,$593683.0
Silent Hill,Horror-Mystery,en,Silent Hill DCP Inc.,Canada,2006,$50000000,$97607453.0
Like Crazy,Drama-Romance,en,Paramount Vantage,United States of America,2011,$250000,$3542353.0
Edge of Tomorrow,Action-Science Fiction,en,Village Roadshow Pictures,Australia,2014,$178000000,$370541256.0
Kong- Skull Island,Action-Adventure-Fantasy,en,Legendary Pictures,United States of America,2017,$190000000,$565151307.0
Trumbo,Drama,en,Groundswell Productions,United States of America,2015,$15000000,$8235661.0
Baby Geniuses,Science Fiction-Comedy-Family,en,TriStar Pictures,United States of America,1999,$12000000,$36450736.0
The Butterfly Effect,Science Fiction-Thriller,en,New Line Cinema,Canada,2004,$13000000,$96060858.0
Seraphim Falls,Western-Drama,en,Icon Productions,United States of America,2006,$18000000,$1196307.0
Alien³,Science Fiction-Action-Horror,en,Twentieth Century Fox Film Corporation,United Kingdom,1992,$50000000,$159773545.0
Collateral Beauty,Drama-Romance,en,New Line Cinema,United States of America,2016,$36000000,$87416021.0
Clouds of Sils Maria,Drama,en,Pallas Film,Germany,2014,$6600000,$1851517.0
The Romantics,Comedy-Drama-Romance,en,10th Hole Productions,United States of America,2010,$4500000,$123820.0
Ocean's Thirteen,Crime-Thriller,en,Village Roadshow Pictures,United States of America,2007,$85000000,$311312624.0
Little Big Man,Adventure-Western-History,en,Cinema Center Films,United States of America,1970,$15000000,$31559552.0
Borat- Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2006,$18000000,$261572744.0
Cheaper by the Dozen,Comedy-Drama-Family,en,Twentieth Century Fox Film Corporation,United States of America,2003,$40000000,$190212113.0
Solaris,Drama-Science Fiction-Mystery-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2002,$47000000,$30002758.0
Undisputed,Action-Adventure-Drama-Thriller,en,Miramax Films,United States of America,2002,$20000000,$12398628.0
All the time in the World,Comedy-Drama-Romance,nl,NL Film,Netherlands,2011,$2000000,$676045.0
Home Alone 3,Comedy-Family,en,Twentieth Century Fox Film Corporation,United States of America,1997,$32000000,$79082515.0
Homefront,Action-Thriller,en,Millennium Films,United States of America,2013,$22000000,$43058898.0
Rocky,Drama,en,United Artists,United States of America,1976,$1000000,$117235147.0
Hide and Seek,Horror-Mystery-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2005,$25000000,$122644820.0
Dirty Girl,Drama-Comedy,en,iDeal Partners Film Fund,United States of America,2010,$4000000,$55125.0
Spellbound,Drama-Mystery-Thriller,en,Selznick International Pictures, America,1945,$1500000,$7000000.0
A Fistful of Dollars,Western,it,United Artists,Germany,1964,$200000,$14500000.0
The Spiderwick Chronicles,Adventure-Family-Fantasy,en,Paramount Pictures,United States of America,2008,$90000000,$162839667.0
The Pursuit of Happyness,Drama,en,Columbia Pictures Corporation,United States of America,2006,$55000000,$307077295.0
Hot Pursuit,Action-Comedy-Crime,en,New Line Cinema,United States of America,2015,$35000000,$51680201.0
Death Proof,Action-Thriller,en,The Weinstein Company,United States of America,2007,$25000000,$25037897.0
Drugstore Cowboy,Crime-Drama,en,Avenue Pictures Productions,United States of America,1989,$2500000,$4729352.0
Seventh Son,Adventure-Fantasy,en,Legendary Pictures,China,2014,$95000000,$114178613.0
Monte Carlo,Adventure-Comedy-Romance,en,Dune Entertainment,Hungary,2011,$20000000,$17425000.0
Toy Story,Animation-Comedy-Family,en,Pixar Animation Studios,United States of America,1995,$30000000,$373554033.0
Pumpkinhead,Fantasy-Horror,en,De Laurentiis Entertainment Group (DEG),United States of America,1988,$3500000,$4385516.0
Magnolia,Drama,en,New Line Cinema,United States of America,1999,$37000000,$48451803.0
Mulan,Animation-Family-Adventure,en,Walt Disney Pictures,United States of America,1998,$90000000,$304320254.0
Drowning Mona,Comedy-Crime-Mystery,en,Code Entertainment,United States of America,2000,$16000000,$15427192.0
The Hitcher,Action-Horror-Thriller,en,Silver Screen Partners,United States of America,1986,$6000000,$5844868.0
Jem and the Holograms,Drama-Music-Adventure-Fantasy,en,Universal Pictures,United States of America,2015,$5000000,$2333684.0
Beyond the Mat,Documentary,en,Imagine Entertainment,United States of America,1999,$2053648,$500000.0
Superman III,Comedy-Action-Adventure-Fantasy-Science Fiction,en,Warner Bros.,United Kingdom,1983,$39000000,$75850624.0
Session 9,Horror-Mystery,en,October Films,United States of America,2001,$1500000,$373967.0
Mutant Chronicles,Action-Adventure-Horror-Science Fiction,en,Isle of Man Film,United States of America,2008,$8000000,$2033165.0
Texas Chainsaw Massacre- The Next Generation,Comedy-Horror-Thriller,en,Ultra Muchos Productions,United States of America,1994,$600000,$185898.0
J. Edgar,Drama-Crime-History,en,Imagine Entertainment,United States of America,2011,$35000000,$84606030.0
Hesher,Drama,en,DRO Entertainment,United States of America,2010,$7000000,$382946.0
Shabd,Drama-Foreign-Romance,en,none,India,2005,$2500000,$3100000.0
Jennifer's Body,Comedy-Horror,en,Dune Entertainment,United States of America,2009,$16000000,$31556061.0
Scream 4,Horror-Mystery,en,Dimension Films,United States of America,2011,$40000000,$97138686.0
Hard Eight,Drama-Thriller,en,Green Parrot,United States of America,1996,$3000000,$222559.0
The Killing Fields,War-Drama-History,en,Goldcrest Films International,United Kingdom,1984,$14400000,$34700291.0
Hotel Transylvania 2,Animation-Comedy-Family,en,Columbia Pictures,United States of America,2015,$80000000,$473226958.0
Burn,Foreign-Documentary,en,Apostle Productions,United States of America,2012,$225000,$111300.0
The Croods,Adventure-Animation-Comedy-Family-Fantasy,en,DreamWorks Animation,United States of America,2013,$135000000,$585178928.0
Singam,Action-Comedy-Crime,ta,Reliance Big Pictures,India,2010,$2200000,$9700000.0
Monique,Comedy-Drama,en,Pan Europeenne Production,France,2002,$984936,$984936.0
Head Over Heels,Comedy-Romance,en,Universal Studios,United States of America,2001,$14000000,$10424470.0
Confessions of a Dangerous Mind,Comedy-Crime-Drama-Romance-Thriller,en,Miramax Films,United States of America,2002,$30000000,$33013805.0
Star Trek- The Motion Picture,Science Fiction-Adventure-Mystery,en,Paramount Pictures,United States of America,1979,$35000000,$139000000.0
National Treasure- Book of Secrets,Action-Adventure-Mystery-Thriller,en,Jerry Bruckheimer Films,United States of America,2007,$130000000,$457363168.0
No Strings Attached,Comedy-Romance,en,Katalyst Films,United States of America,2011,$25000000,$147780440.0
One Day,Drama-Romance,en,Film 4,United Kingdom,2011,$15000000,$59389433.0
Seven Samurai,Action-Drama,ja,Toho Company,Japan,1954,$2000000,$271841.0
The Revenant,Western-Drama-Adventure-Thriller,en,Regency Enterprises,Canada,2015,$135000000,$532950503.0
Hiro's saison 2,Comedy,fr,Creative.tv,French Polynesia,2014,$195000,$195000.0
Across to Singapore,Adventure-Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,1928,$290000,$596000.0
A Company Man,Drama-Action,ko,Showbox,South Korea,2012,$3500000,$7339398.0
The Alamo,Western-History-War,en,Imagine Entertainment,United States of America,2004,$145000000,$25819961.0
Ender's Game,Science Fiction-Action-Adventure,en,Summit Entertainment,United States of America,2013,$110000000,$125537191.0
Jason Goes to Hell- The Final Friday,Fantasy-Horror-Thriller,en,New Line Cinema,United States of America,1993,$3000000,$15938065.0
Halloween- Resurrection,Horror-Thriller,en,Dimension Films,United States of America,2002,$13000000,$37664855.0
Love & Other Drugs,Drama-Comedy-Romance,en,Bedford Falls Productions,United States of America,2010,$30000000,$102820008.0
Niagara,Crime-Drama-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1953,$1250000,$8500000.0
Kalifornia,Thriller-Crime,en,Propaganda Films,United States of America,1993,$9000000,$2395231.0
Prisoners,Drama-Thriller-Crime,en,Alcon Entertainment,United States of America,2013,$46000000,$122126687.0
Passengers,Drama-Mystery-Thriller-Romance,en,TriStar Pictures,Canada,2008,$25000000,$2000000.0
Harry Potter and the Order of the Phoenix,Adventure-Fantasy-Family-Mystery,en,Warner Bros.,United Kingdom,2007,$150000000,$938212738.0
22 Female Kottayam,Crime-Drama-Romance-Thriller,ml,Film Brewery,India,2012,$400000,$500000.0
The Sword and the Sorcerer,Action-Adventure-Fantasy,en,Sorcerer Productions,United States of America,1982,$4000000,$39103425.0
Pirates of the Caribbean- Dead Man's Chest,Adventure-Fantasy-Action,en,Walt Disney Pictures,Jamaica,2006,$200000000,$1065659812.0
Blade- Trinity,Science Fiction-Action-Horror-Thriller-Adventure-Fantasy,en,New Line Cinema,United States of America,2004,$65000000,$128905366.0
The Diary of a Teenage Girl,Drama-Romance,en,Caviar Films,United States of America,2015,$2000000,$1477002.0
Queen Christina,Drama-History-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1933,$1114000,$2610000.0
Masters of the Universe,Action-Fantasy-Science Fiction-Adventure-Thriller,en,Cannon Group,United States of America,1987,$22000000,$17336370.0
The Rock,Action-Adventure-Thriller,en,Hollywood Pictures,United States of America,1996,$75000000,$335062621.0
Redacted,Drama-War,en,HDNet Films,United States of America,2007,$5000000,$782102.0
Mulholland Drive,Thriller-Drama-Mystery,en,Asymmetrical Productions,France,2001,$15000000,$20117339.0
Sweet Charity,Comedy-Drama-Music-Romance,en,Universal Pictures,United States of America,1969,$8000000,$20000000.0
Naduvula Konjam Pakkatha Kaanom,Comedy,ta,Leo Vision,India,2012,$120000,$885000.0
A Walk Among the Tombstones,Crime-Drama-Mystery-Thriller,en,Double Feature Films,United States of America,2014,$28000000,$53181600.0
Belle,Drama,en,Isle of Man Film,United Kingdom,2013,$10900000,$16505460.0
Blues Brothers 2000,Music-Action-Comedy-Crime,en,Universal Pictures,United States of America,1998,$28000000,$14051384.0
Tales from the Hood,Crime-Horror-Thriller,en,40 Acres & A Mule Filmworks,United States of America,1995,$6000000,$12000000.0
The Adventures of Rocky & Bullwinkle,Adventure-Animation-Action-Comedy-Family,en,Universal Pictures,Germany,2000,$76000000,$35134820.0
Blitz,Crime-Action-Thriller,en,Davis-Films,United Kingdom,2011,$15774948,$741875.0
Stitches,Horror,en,Bord Scannan na heireann,Ireland,2012,$100000,$95000.0
The Mod Squad,Action-Mystery-Thriller,en,Metro-Goldwyn-Mayer (MGM),United States of America,1999,$50000000,$13260050.0
Sherlock Holmes- A Game of Shadows,Adventure-Action-Crime-Mystery,en,Village Roadshow Pictures,United States of America,2011,$125000000,$334615000.0
Auntie Mame,Comedy-Drama,en,Warner Bros.,United States of America,1958,$2240000,$23300000.0
The Vow,Drama-Romance,en,Spyglass Entertainment,United States of America,2012,$30000000,$196114570.0
Zyzzyx Road,Thriller,en,Zyzzyx LLC,United States of America,2006,$2000000,$30.0
21 Jump Street,Action-Comedy-Crime,en,Columbia Pictures,United States of America,2012,$42000000,$201585328.0
Hairspray,Comedy-Music-Romance,en,New Line Cinema,United Kingdom,2007,$50000000,$90450008.0
Bottle Rocket,Comedy-Crime-Drama,en,Gracie Films,United States of America,1996,$7000000,$560069.0
2001- A Space Odyssey,Science Fiction-Mystery-Adventure,en,Stanley Kubrick Productions,United Kingdom,1968,$10500000,$68700000.0
Born on the Fourth of July,Drama-War,en,Universal Pictures,United States of America,1989,$14000000,$161001698.0
Rock Sangkut,TV Movie-Drama,en,MW Entertainment Sdn Bhd,Malaysia,2014,$100000,$100000.0
Spy Kids- All the Time in the World,Family-Comedy-Action,en,Dimension Films,,2011,$27000000,$85564310.0
Universal Soldier- The Return,Action-Science Fiction,en,TriStar Pictures,United States of America,1999,$45000000,$10667893.0
Last Vegas,Comedy,en,Laurence Mark Productions,United States of America,2013,$28000000,$134402450.0
Escape to Victory,Action-Drama,en,Paramount,United States of America,1981,$10000000,$27453418.0
Twilight Zone- The Movie,Drama-Fantasy-Horror-Science Fiction-Thriller,en,Warner Bros.,United States of America,1983,$10000000,$29450919.0
Ghost Rider- Spirit of Vengeance,Action-Fantasy-Thriller,en,Columbia Pictures,United Arab Emirates,2011,$57000000,$149217355.0
The Opposite of Sex,Comedy-Drama,en,none,United States of America,1998,$5000000,$5879254.0
Love Actually,Comedy-Romance-Drama,en,Universal Pictures,United Kingdom,2003,$40000000,$244931766.0
Six-String Samurai,Action-Adventure-Science Fiction,en,HSX Films,United States of America,1998,$2000000,$124494.0
Hail Caesar,Comedy-Drama-Mystery,en,Universal Pictures,United States of America,2016,$22000000,$63647656.0
Sukiyaki Western Django,Adventure-Action-Comedy-Western-Thriller,ja,Sony Music Entertainment Japan,Japan,2007,$3800000,$2725258.0
Point Break,Action-Crime-Thriller,en,Studio Babelsberg,Germany,2015,$105000000,$133718711.0
Big Fan,Comedy-Drama,en,Big Fan Productions,United States of America,2009,$250000,$232732.0
The Way Back,Drama-Adventure-History,en,Polish Film Institute,Poland,2010,$30000000,$20348249.0
Sling Blade,Drama,en,Miramax Films,United States of America,1996,$1000000,$24475416.0
The Perez Family,Comedy-Drama-Romance,en,Samuel Goldwyn Company,United States of America,1995,$11000000,$2832826.0
The Matrix,Action-Science Fiction,en,Village Roadshow Pictures,Australia,1999,$63000000,$463517383.0
The Next Three Days,Romance-Drama-Thriller-Crime,en,Lionsgate,United States of America,2010,$30000000,$51148651.0
The Glass House,Drama-Thriller,en,Original Film,United States of America,2001,$30000000,$23619609.0
Taxi Driver,Crime-Drama,en,Columbia Pictures Corporation,United States of America,1976,$1300000,$28262574.0
Minions,Family-Animation-Adventure-Comedy,en,Universal Pictures,United States of America,2015,$74000000,$1156730962.0
Jane Got a Gun,Action-Drama-Western,en,Handsomecharlie Films,United States of America,2016,$25000000,$1397284.0
Jawbreaker,Comedy,en,TriStar Pictures,United States of America,1999,$3000000,$3076820.0
The Robber,Drama-Thriller-Crime,de,Nikolaus Geyrhalter Filmproduktion,Austria,2010,$3900000,$208475.0
Death Wish 3,Action-Crime-Drama-Thriller,en,Cannon Group,United States of America,1985,$9000000,$16945171.0
All Is Lost,Action-Adventure-Drama,en,Sudden Storm Productions,United States of America,2013,$9000000,$6108720.0
Ranbanka,Action,hi,Vintage Movies and Serene Films,India,2015,$1183424,$36982.0
Law Abiding Citizen,Drama-Crime-Thriller,en,Film Department,United States of America,2009,$53000000,$126690726.0
Take Shelter,Thriller-Drama,en,Hydraulx,United States of America,2011,$5000000,$3099314.0
Ghost Rider,Thriller-Action-Fantasy-Horror,en,Columbia Pictures Corporation,United States of America,2007,$110000000,$228738393.0
Yeh Jawaani Hai Deewani,Romance,hi,Dharma Productions,India,2013,$7700000,$46000000.0
Jude,Drama-Romance,en,Revolution Films,United Kingdom,1996,$7000000,$405000.0
Anastasia,Animation-Family,en,Twentieth Century Fox Film Corporation,United States of America,1997,$53000000,$139804348.0
Spy,Action-Comedy-Crime,en,Twentieth Century Fox Film Corporation,United States of America,2015,$65000000,$235666219.0
The Music Never Stopped,Drama,en,Mr. Tamborine Man,United States of America,2011,$4000000,$253899.0
Trolls,Adventure-Animation-Family,en,Twentieth Century Fox Film Corporation,United States of America,2016,$125000000,$344448549.0
Pink Floyd- The Wall,Music,en,Goldcrest Films International,United Kingdom,1982,$12000000,$22244207.0
Little Monsters,Adventure-Fantasy-Comedy-Family,en,none,United States of America,1989,$7000000,$793775.0
Frequency,Crime-Drama-Science Fiction-Thriller,en,New Line Cinema,United States of America,2000,$31000000,$68106245.0
Young Frankenstein,Comedy-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1974,$2800000,$86273333.0
Dances with Wolves,Adventure-Drama-Western,en,Tig Productions,United Kingdom,1990,$22000000,$424208848.0
Away We Go,Drama-Comedy-Romance,en,Neal Street Productions,United States of America,2009,$17000000,$14899417.0
Boys and Girls,Comedy-Drama-Romance,en,Punch 21 Productions,United States of America,2000,$16000000,$20627372.0
Winged Migration,Documentary,fr,Bac Films,Switzerland,2001,$35866397,$20217080.0
Baby Boy,Crime-Drama-Romance,en,Columbia Pictures,United States of America,2001,$16000000,$29381649.0
Eastern Promises,Thriller-Crime-Mystery,en,BBC Films,United Kingdom,2007,$51500000,$55112356.0
The Raven,Comedy-Fantasy-Horror,en,Alta Vista Productions,United States of America,1963,$350000,$1499275.0
The Silver Chalice,Drama-Romance,en,Warner Bros.,United States of America,1954,$4500000,$3200000.0
Once Upon a Time in the West,Western,it,Paramount Pictures,Spain,1968,$5000000,$5321508.0
Rudy,Drama,en,TriStar Pictures,United States of America,1993,$12000000,$22750363.0
Smokin' Aces,Action-Comedy-Crime-Thriller,en,Universal Pictures,France,2006,$17000000,$57103895.0
The Greatest Show on Earth,Action-Drama-Romance,en,Paramount Pictures,United States of America,1952,$4000000,$36000000.0
The Good Son,Drama-Horror-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1993,$17000000,$44456478.0
Save the Last Dance,Drama-Family-Romance-Music,en,MTV Films,United States of America,2001,$13000000,$91038276.0
Torrente 5- Operacion Eurovegas,Action-Comedy,es,Amiguetes Entertainment,Spain,2014,$9272437,$11672363.0
2046,Fantasy-Drama-Science Fiction-Romance,zh,Paradis Films,Germany,2004,$12000000,$19271312.0
10 Cloverfield Lane,Science Fiction,en,Paramount Pictures,United States of America,2016,$15000000,$108286421.0
Journey 2- The Mysterious Island,Adventure-Action-Science Fiction,en,New Line Cinema,United States of America,2012,$79000000,$355692760.0
Independence Day- Resurgence,Action-Adventure-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,2016,$165000000,$389681935.0
9,Action-Adventure-Animation-Science Fiction-Thriller,en,Focus Films,United States of America,2009,$30000000,$48428063.0
Hello My Name Is Doris,Comedy-Drama-Romance,en,Red Crown Productions,United States of America,2015,$1000000,$14444999.0
Lionheart,Action-Thriller,en,Universal Pictures,United States of America,1990,$6000000,$24078196.0
Enchanted,Comedy-Family-Fantasy-Romance,en,Walt Disney Pictures,United States of America,2007,$85000000,$340487652.0
Morning Glory,Comedy-Drama-Romance,en,Bad Robot,United States of America,2010,$40000000,$58785180.0
Iron Sky,Action-Comedy-Science Fiction,en,Blind Spot Pictures Oy,,2012,$7500000,$8135031.0
In Too Deep,Drama-Action-Thriller-Crime,en,Suntaur Entertainment Company,United States of America,1999,$7000000,$14011454.0
Julie & Julia,Romance-Drama,en,Columbia Pictures,United States of America,2009,$40000000,$129540499.0
MouseHunt,Comedy-Family,en,DreamWorks,United States of America,1997,$38000000,$122417389.0
The Spitfire Grill,Comedy-Drama,en,Castle Rock Entertainment,United States of America,1996,$6000000,$12643776.0
Shut In,Drama-Thriller,en,Canal,Canada,2016,$10000000,$6876720.0
Poltergeist,Horror-Thriller,en,Ghost House Pictures,United States of America,2015,$35000000,$95437994.0
Strangerland,Drama-Thriller,en,Worldview Entertainment,Australia,2015,$10000000,$17472.0
Cloudy with a Chance of Meatballs,Animation-Comedy-Family,en,Columbia Pictures,United States of America,2009,$100000000,$242988466.0
Snowpiercer,Action-Science Fiction-Drama,ko,CJ Entertainment,France,2013,$39200000,$86758912.0
The Grace Card,Drama,en,GraceWorks Pictures,United States of America,2011,$200000,$2295733.0
Sergeant York,Action-Drama-History-War,en,Warner Bros.,United States of America,1941,$1400000,$16361885.0
Te3n,Mystery-Thriller-Drama,hi,Endemol India,India,2016,$5069632,$4817642.0
In Time,Action-Thriller-Science Fiction,en,Regency Enterprises,United States of America,2011,$40000000,$173930596.0
Kill List,Horror-Thriller-Crime,en,Rook Films,United Kingdom,2011,$500000,$171760.0
Kireedam,Drama,ta,Suresh Cine Arts,India,2007,$500000,$500000.0
Supergirl,Adventure-Fantasy-Action-Science Fiction,en,St. Michael Finance Limited,United Kingdom,1984,$35000000,$14296438.0
Bolt,Animation-Family-Adventure-Comedy,en,Walt Disney Animation Studios,United States of America,2008,$150000000,$309979994.0
The Last Emperor,Drama-History,en,Columbia Pictures,France,1987,$23000000,$43984230.0
Sarrainodu,Action-Drama,te,Geetha Arts,India,2016,$7503564,$19059053.0
The Adventures of Sharkboy and Lavagirl,Adventure-Family-Science Fiction,en,Troublemaker Studios,United States of America,2005,$50000000,$69425966.0
The Scarlet Letter,Drama-History-Romance,en,Hollywood Pictures,,1995,$50000000,$10382407.0
The Best of Me,Drama-Romance,en,Relativity Media,United States of America,2014,$26000000,$35926213.0
Lethal Weapon 4,Action-Adventure-Comedy-Crime-Thriller,en,Silver Pictures,United States of America,1998,$140000000,$285444603.0
Cabin Fever,Horror,en,Lions Gate Films,United States of America,2003,$1500000,$30553394.0
You Only Live Twice,Action-Thriller-Adventure,en,Eon Productions,United Kingdom,1967,$9500000,$111584787.0
Spaced Invaders,Comedy-Family-Science Fiction,en,Touchstone Pictures,United States of America,1990,$3000000,$15369573.0
Sliver,Drama-Thriller,en,Paramount Pictures,United States of America,1993,$40000000,$116300000.0
Woo,Comedy-Romance,en,New Line Cinema,United States of America,1998,$13000000,$8026971.0
Spy Kids 3-D- Game Over,Action-Adventure-Comedy-Family-Science Fiction,en,Dimension Films,United States of America,2003,$38000000,$197011982.0
Maze Runner- The Scorch Trials,Action,en,Gotham Group,United States of America,2015,$61000000,$311256926.0
The Place Beyond the Pines,Drama-Crime,en,Sidney Kimmel Entertainment,United States of America,2013,$15000000,$35485608.0
Clear and Present Danger,Action-Drama-Thriller,en,Paramount Pictures,United States of America,1994,$62000000,$215887717.0
The Prestige,Drama-Mystery-Thriller,en,Touchstone Pictures,United States of America,2006,$40000000,$109676311.0
Spider-Man- Homecoming,Action-Adventure-Science Fiction,en,Columbia Pictures,Germany,2017,$175000000,$467348203.0
Mozart and the Whale,Comedy-Drama-Romance,en,none,United States of America,2005,$12000000,$84967.0
Draft Day,Drama,en,Summit Entertainment,United States of America,2014,$27000000,$28831145.0
The Buddy Holly Story,Drama,en,Columbia Pictures,United States of America,1978,$1200000,$14363400.0
Scouts Guide to the Zombie Apocalypse,Comedy-Horror,en,Paramount Pictures,United States of America,2015,$15000000,$14860766.0
Way of the Gun,Action-Adventure-Comedy-Thriller,en,none,United States of America,2000,$8500000,$19125401.0
My Life as a Zucchini,Animation-Drama-Family,fr,Gebeka Films,Switzerland,2016,$8000000,$292279.0
Hancock,Fantasy-Action,en,Columbia Pictures,United States of America,2008,$150000000,$624029371.0
Madea's Big Happy Family,Comedy-Drama,en,Lions Gate Films,United States of America,2011,$25000000,$53213633.0
The Company Men,Drama,en,Spring Creek Productions,United States of America,2010,$15000000,$4882577.0
The Tulse Luper Suitcases Part 3- From Sark to the Finish,War-Drama-Adventure-Romance-Thriller,en,Kasander Film Company,Germany,2004,$10000000,$12000.0
Boomerang,Comedy-Romance,en,Paramount Pictures,United States of America,1992,$40000000,$70100000.0
The Blind Side,Drama,en,Alcon Entertainment,United States of America,2009,$29000000,$309208309.0
Monsters,Drama-Thriller-Science Fiction,en,Vertigo Entertainment,United Kingdom,2010,$500000,$4242978.0
The Next Karate Kid,Adventure,en,Columbia Pictures Corporation,United States of America,1994,$12000000,$15826984.0
The Tourist,Action-Thriller-Romance,en,Columbia Pictures,United Kingdom,2010,$100000000,$278731369.0
Keeping Up with the Joneses,Action-Comedy,en,Fox 2000 Pictures,United States of America,2016,$40000000,$29739377.0
Jaane Tu... Ya Jaane Na,Drama-Comedy-Romance,en,PVR Cinemas,India,2008,$2300000,$11100000.0
Vandae Maatharam,Crime-Action-Thriller,ta,none,India,2010,$2400000,$1600000.0
Color of Night,Drama-Mystery-Romance-Thriller,en,Hollywood Pictures,United States of America,1994,$40000000,$19726050.0
Whatever It Takes,Drama-Comedy-Romance,en,Columbia Pictures Corporation,United States of America,2000,$15000000,$9902115.0
Nadine,Action-Comedy-Romance,en,TriStar Pictures,United States of America,1987,$12000000,$5669831.0
Ratchet & Clank,Action-Adventure-Animation-Comedy-Family-Science Fiction,en,Rainmaker Entertainment,Canada,2016,$20000000,$8821329.0
Bean,Comedy,en,Tiger Aspect Productions,United Kingdom,1997,$18000000,$251212670.0
Child's Play 2,Drama-Horror,en,Universal Pictures,United States of America,1990,$13000000,$35763605.0
Fences,Drama,en,Paramount Pictures,United States of America,2016,$24000000,$64414761.0
Italiano medio,Comedy,it,none,Italy,2015,$1816720,$4541800.0
License to Wed,Comedy,en,Village Roadshow Pictures,Australia,2007,$35000000,$69307224.0
The Monuments Men,War-Drama-History-Action,en,Columbia Pictures,Germany,2014,$70000000,$154984035.0
Joe Dirt,Mystery-Adventure-Comedy-Romance-Drama,en,Columbia Pictures,United States of America,2001,$17700000,$30987695.0
Suicide Squad,Action-Crime-Fantasy-Science Fiction,en,DC Comics,United States of America,2016,$175000000,$745000000.0
A Perfect Getaway,Thriller-Mystery-Adventure,en,Davis Entertainment,United States of America,2009,$14000000,$22852638.0
The Martian,Drama-Adventure-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,2015,$108000000,$630161890.0
Our Brand Is Crisis,Drama-Comedy,en,Participant Media,United States of America,2015,$28000000,$7002261.0
Stolen,Action-Crime-Drama-Thriller,en,Saturn Films,United States of America,2012,$35000000,$2106557.0
Out for Justice,Action-Thriller-Crime,en,Warner Bros.,United States of America,1991,$14000000,$39673161.0
Spider-Man,Fantasy-Action,en,Columbia Pictures,United States of America,2002,$139000000,$821708551.0
